A1,A2,A3,A4,A5,A6,A7,A8,A9,¿Ã≈ªø©∫Œ
32,E,M,G,170.854000,120,381,1035.900000,A,1
13,E,M,G,164.768000,138,376,1191.900000,A,1
21,E,M,C,164.013000,87,173,1101.900000,A,1
53,E,MH,E,168.841000,64.200000,521,1377.600000,A,0
28,E,MH,K,173.362000,74.400000,509,1419.300000,A,1
22,E,H,C,244.298000,53.400000,371,1957.500000,A,1
23,E,MH,G,201.559000,72,549,1644.600000,A,1
55,E,MH,G,215.826000,86.400000,407,1772.100000,A,1
39,E,M,C,179.801000,74.400000,240,1234.200000,A,1
18,E,H,G,322.979000,90.500000,1417,2761.400000,A,1
25,E,M,K,170.648000,84,431,1086.300000,A,1
14,E,MH,C,214.057000,77.500000,198,1397.500000,A,1
25,E,M,E,183.525000,52.200000,391,1014,A,0
23,E,MH,G,185.843000,90,758,1399.800000,A,1
38,E,MH,E,183.401000,57,706,1428.300000,A,0
12,E,M,C,194.719000,122,229,1005.500000,A,1
60,E,M,K,159.945000,55.500000,260,1000.500000,A,1
35,E,MH,K,196.678000,87.500000,205,1590.800000,A,1
33,E,M,E,170.247000,76.800000,468,1005.900000,A,0
56,E,M,E,196.235000,85,286,1144.300000,A,0
28,E,MH,E,231.243000,75,1006,1838.100000,A,0
41,E,M,E,183.343000,122.400000,241,1146.600000,A,0
16,E,MH,G,195.636000,118.800000,230,1376.400000,A,1
37,E,MH,G,244.869000,18.600000,762,1521,A,1
24,E,M,G,199.668000,61.200000,581,1088.400000,A,0
43,E,MH,C,210.772000,92.400000,175,1457.400000,A,1
22,E,MH,K,236.895000,111.600000,212,1877.400000,A,1
24,E,MH,C,207.455000,57,568,1452.300000,A,1
39,E,M,G,178.987000,84,568,1222.800000,A,1
26,E,M,H,239.185000,45.600000,514,1080,A,1
56,E,MH,C,218.862000,52.800000,414,1512,A,1
24,E,MH,E,213.469000,145.200000,751,1358.100000,A,0
15,E,M,G,180.900000,64.800000,204,1146.300000,A,1
13,E,M,G,203.395000,57,144,1000.200000,A,1
36,E,MH,G,213.456000,131.400000,155,1344.900000,A,1
24,E,MH,E,187.797000,64.800000,521,1596.600000,A,0
39,E,MH,K,262.744000,78.500000,869,1846.700000,A,1
19,E,MH,K,177.867000,61.200000,321,1370.400000,A,1
56,E,M,B,270.527000,43,644,1249,A,0
31,E,MH,G,233.052000,99.500000,985,1841,A,1
34,E,MH,E,206.681000,117.600000,577,1619.700000,A,0
28,E,M,C,167.786000,51.600000,649,1235.100000,A,1
29,E,MH,G,307.865000,78,544,1623.900000,A,1
40,E,MH,G,199.093000,63.500000,761,1371.800000,A,1
12,E,MH,E,197.375000,148,377,1334.200000,A,0
22,E,M,K,176.631000,52.800000,226,1249.800000,A,1
34,E,MH,E,211.746000,176,378,1811.600000,A,0
25,E,MH,G,191.686000,67.200000,640,1415.700000,A,1
40,E,M,B,249.795000,26,531,1102.400000,A,0
22,E,M,G,199.264000,61.800000,547,1038.300000,A,1
59,E,MH,C,187.478000,51.600000,279,1263.600000,A,1
53,E,H,C,271.747000,145,653,1976.500000,A,1
55,E,M,E,152.220000,55.200000,212,1173.900000,A,0
21,E,MH,E,209.817000,80.400000,417,1284.300000,A,0
18,E,MH,G,214.125000,177.600000,296,1465.500000,A,1
49,E,M,E,193.252000,69,273,1029.300000,A,0
47,E,MH,E,232.514000,63,369,1619.400000,A,0
26,E,MH,K,175.041000,83.400000,285,1272.300000,A,1
24,E,MH,K,182.235000,65.500000,364,1317.400000,A,1
77,E,MH,K,219.056000,90.600000,459,1553.400000,A,1
14,E,M,G,169.683000,78,203,1007.700000,A,1
22,E,M,G,166.819000,120,169,1055.700000,A,1
23,E,M,K,173.793000,64,156,1080.100000,A,1
37,E,MH,C,231.752000,66,189,1530,A,1
26,E,MH,C,198.395000,50.400000,427,1478.700000,A,1
36,E,MH,C,255.629000,94.500000,309,1838.100000,A,1
29,E,M,C,201.775000,98.500000,231,1027.300000,A,1
54,E,M,K,171.717000,62.500000,416,1260.700000,A,1
34,E,M,K,183.291000,100.500000,268,1102.200000,A,1
34,E,M,G,193.930000,77,247,1077.200000,A,1
23,E,MH,C,189.507000,44.400000,589,1524,A,0
30,E,MH,E,199.557000,60,441,1451.100000,A,0
19,E,H,G,269.049000,75,368,2044.200000,A,1
17,E,MH,K,246.007000,172.200000,353,1817.400000,A,1
22,E,M,E,194.390000,50.400000,127,1078.800000,A,0
22,E,M,G,181.573000,117,388,1133.400000,A,1
40,E,H,K,267.024000,52.200000,647,1942.800000,A,1
60,E,H,K,277.931000,55.500000,327,2136,A,1
51,E,H,C,275.258000,76.200000,456,2169,A,1
31,E,H,E,271.645000,70.200000,639,2098.200000,A,0
25,E,MH,E,183.765000,60.600000,629,1596,A,0
37,E,M,K,178.024000,108,201,1253.400000,A,1
50,E,M,K,186.169000,93,276,1005.300000,A,1
16,E,MH,K,213.388000,72,214,1797,A,1
19,E,MH,G,199.586000,112.200000,206,1344,A,1
19,E,MH,G,179.542000,82,264,1374.700000,A,1
14,E,M,K,196.885000,83.500000,200,1140.700000,A,1
13,E,M,G,182.030000,62.400000,192,1259.400000,A,1
57,E,MH,G,239.419000,120,1155,1810.200000,A,0
40,E,H,H,408.266000,45,848,2085,A,1
18,E,H,C,266.033000,84.500000,1205,2076.800000,A,0
14,E,M,C,196.798000,8.400000,410,1082.100000,A,1
29,E,M,H,214.170000,49.800000,230,1120.500000,A,1
15,E,MH,G,196.386000,127.200000,577,1660.500000,A,0
38,E,MH,C,233.920000,51,653,1879.800000,A,0
34,E,H,G,412.445000,24,919,2212.800000,A,1
17,E,MH,C,163.906000,54.600000,656,1293,A,0
35,E,MH,A,232.570000,28.800000,436,1292.100000,A,1
21,E,MH,G,186.657000,57,502,1439.100000,A,0
21,E,MH,G,186.931000,47.400000,369,1410,A,0
18,E,MH,C,220.156000,45.600000,1019,1787.400000,A,0
44,E,MH,C,218.420000,39,318,1421.400000,A,1
53,E,M,G,196.414000,7.800000,298,1087.500000,A,0
41,E,M,C,184.754000,72.500000,399,1103.600000,A,0
39,E,MH,C,214.878000,29.400000,345,1351.200000,A,0
51,E,H,C,272.103000,70,634,1984,A,0
38,E,MH,G,179.538000,0,369,1379.700000,A,0
47,E,MH,G,177.113000,41,470,1408.400000,A,1
45,E,M,G,180.531000,96,107,1252.500000,A,0
33,E,H,H,296.345000,24.500000,328,2128.700000,A,1
13,E,M,G,168.362000,34,325,1126.900000,A,0
41,E,M,G,189.286000,42,361,1119,A,0
21,E,MH,C,217.115000,66.500000,513,1670.900000,A,0
39,E,H,B,554.639000,43.800000,780,2933.700000,A,0
44,E,M,G,230.844000,97.200000,487,1033.200000,A,1
13,E,M,G,178.306000,78,115,1137,A,0
29,E,M,B,238.727000,10,461,1045.300000,A,0
34,E,H,C,310.627000,121.200000,174,2586.900000,A,0
16,E,M,C,172.117000,24,227,1119.300000,A,0
30,E,H,B,381.546000,38.400000,490,3144.600000,A,0
26,E,M,C,168.732000,51,296,1213.200000,A,0
15,E,M,G,152.455000,39.600000,111,1133.400000,A,0
30,E,MH,G,253.566000,56.400000,681,1852.800000,A,0
71,E,MH,G,259.691000,18.600000,341,1795.500000,A,1
42,E,MH,G,186.367000,59.500000,317,1322.800000,A,0
26,E,M,A,273.818000,0,349,1230,A,1
23,E,MH,C,261.707000,2.400000,534,1903.800000,A,0
15,E,MH,C,193.695000,94.200000,577,1648.800000,A,0
23,E,MH,G,216.804000,49.800000,458,1741.800000,A,0
28,E,M,A,271.059000,54,274,1253.400000,A,1
37,E,MH,C,219.180000,60,219,1665.300000,A,0
20,E,M,G,176.030000,34.800000,58,1031.400000,A,0
35,E,MH,G,200.981000,67.200000,256,1292.400000,A,0
68,E,MH,C,232.459000,76,298,1623.100000,A,0
49,E,M,G,229.304000,12,336,1034.400000,A,1
27,E,MH,G,255.240000,63.600000,1015,1797.600000,A,1
27,E,H,G,402.674000,124.800000,371,2255.700000,A,1
31,E,M,B,233.426000,47,614,1254.200000,A,0
31,E,H,A,406.791000,0,261,2085,A,1
56,E,MH,B,364.591000,42,724,1867.500000,A,0
39,E,M,A,216.593000,31.800000,485,1073.700000,A,1
33,E,H,G,433.587000,88,647,2107.600000,A,1
44,E,H,B,551.587000,49.800000,812,2778.600000,A,0
36,E,H,A,536.943000,51,1348,2699.400000,A,1
40,E,H,H,276.540000,150.600000,404,1972.800000,A,1
28,E,H,G,420.158000,16.800000,349,2165.100000,A,1
34,E,M,H,273.332000,24,328,1230.600000,A,1
27,E,MH,B,278.244000,54,762,1550.700000,A,0
32,E,M,B,212.138000,30.600000,169,1126.800000,A,0
32,E,H,G,344.220000,16,1190,2374.900000,A,1
32,E,M,G,212.787000,115,204,1134.400000,A,1
36,E,M,A,237.393000,64,687,1160.500000,A,1
73,E,M,H,217.807000,63,175,1071,A,1
32,E,MH,A,223.049000,52.200000,289,1387.200000,A,1
45,E,MH,B,282.238000,89.500000,489,1414.600000,A,0
41,E,M,G,226.233000,22.800000,312,1186.200000,A,1
61,E,M,B,219.568000,22.800000,277,1074.300000,A,0
56,E,M,B,232.909000,93,406,1227.600000,A,0
54,E,M,H,257.888000,7.500000,279,1113.600000,A,1
27,E,MH,A,333.435000,43.500000,785,1716.300000,A,1
28,E,M,H,215.393000,57,270,1238.400000,A,1
32,E,MH,G,262.437000,70.800000,582,1322.700000,A,0
48,E,M,A,217.796000,51,204,1059,A,1
35,E,M,H,224.094000,41,250,1055.600000,A,1
41,E,M,G,210.368000,11,350,1067,A,1
51,E,MH,H,360.632000,61.200000,653,1701.600000,A,1
38,E,H,A,394.707000,88.800000,481,2093.700000,A,1
38,E,MH,H,310.992000,131.400000,617,1667.700000,A,1
46,E,MH,A,246.213000,12,686,1539.300000,A,1
33,E,H,B,449.933000,100.200000,550,2198.400000,A,0
29,E,MH,H,351.640000,117,767,1767.300000,A,1
37,E,M,G,226.565000,37,469,1065.400000,A,1
37,E,MH,B,233.305000,57.600000,630,1422.900000,A,0
36,E,M,A,211.847000,48.600000,163,1030.200000,A,1
47,E,H,H,418.263000,48,1168,2442,A,1
26,E,MH,G,239.666000,135,83,1445.100000,A,1
29,E,H,B,426.370000,20.400000,339,2304.600000,A,0
26,E,M,B,250.072000,41,525,1084.400000,A,0
18,E,MH,B,237.665000,85,747,1335.400000,A,0
23,E,MH,B,307.139000,25,736,1527.700000,A,0
19,E,H,G,318.441000,66,1045,2004.900000,A,1
26,E,MH,H,290.492000,64.200000,517,1501.800000,A,1
51,E,MH,A,287.921000,18,873,1479,A,1
16,E,H,B,466.014000,94.800000,1450,2517.900000,A,0
16,E,MH,B,266.633000,30.500000,570,1541.900000,A,0
47,E,MH,B,247.981000,36.600000,408,1384.800000,A,0
17,E,M,B,204.852000,29.500000,524,1067.800000,A,0
50,E,H,A,303.379000,116.400000,911,2119.500000,A,1
13,E,M,B,247.081000,27.600000,595,1163.100000,A,0
19,E,MH,B,330.001000,59.500000,1001,1655.200000,A,0
31,E,MH,H,335.406000,47.400000,815,1834.500000,A,1
16,E,MH,G,277.465000,0,689,1300.200000,A,0
39,E,M,G,209.663000,0,339,1194.600000,A,1
64,E,MH,A,307.976000,31.500000,727,1707,A,0
22,E,H,B,605.990000,6.500000,1306,2981,A,0
17,E,H,G,306.754000,10,1265,2315.500000,A,0
44,E,H,B,455.512000,16.200000,459,2505,A,0
22,E,MH,B,277.449000,77.400000,882,1485.600000,A,0
17,E,MH,B,357.881000,18,1029,1875.600000,A,0
25,E,MH,G,318.658000,75.600000,1171,1928.400000,A,0
13,E,MH,B,262.804000,26.400000,472,1599.300000,A,0
29,E,MH,B,347.183000,11.400000,414,1704.900000,A,0
13,E,M,A,227.888000,27,477,1077.600000,A,1
33,E,MH,H,396.449000,50.400000,1205,1908,A,1
37,E,M,H,223.531000,97.800000,178,1248,A,1
20,E,MH,A,361.202000,9.600000,802,1726.800000,A,1
18,E,MH,A,280.092000,84.500000,440,1317.500000,A,1
15,E,M,B,214.070000,22,364,1107.700000,A,1
31,E,MH,A,258.753000,6,152,1701,A,1
22,E,MH,A,284.279000,75,681,1309.800000,A,1
23,E,MH,A,327.951000,55.800000,835,1869.900000,A,1
29,E,M,H,259.882000,42,500,1203,A,1
26,E,MH,A,268.881000,10.800000,288,1618.500000,A,1
22,E,MH,G,300.770000,34,1010,1919.200000,A,0
23,E,M,G,246.536000,0,676,1220.700000,A,0
24,E,MH,A,257.684000,13.800000,829,1817.100000,A,1
56,E,MH,A,289.020000,33.600000,173,1330.800000,A,1
31,E,M,A,260.535000,9,327,1222.500000,A,1
39,E,H,G,378.170000,65,933,2271.800000,A,1
56,E,MH,A,326.033000,38,466,1588.400000,A,1
35,E,M,A,262.844000,28,355,1239.100000,A,1
13,E,MH,G,300.710000,51,768,1429.800000,A,0
20,E,M,G,218.722000,39,631,1174.200000,A,0
44,E,M,G,216.817000,40.800000,180,1101.900000,A,1
24,E,MH,B,340.251000,37,890,1752.100000,A,0
24,E,MH,A,300.420000,46.800000,973,1671,A,1
33,E,MH,B,241.520000,102.500000,249,1295,A,0
37,E,M,B,223.247000,29.400000,573,1029,A,0
21,E,M,G,219.026000,79.200000,564,1013.400000,A,0
20,E,MH,B,330.735000,58,985,1882,A,0
24,E,MH,B,257.006000,23,809,1335.800000,A,0
12,E,H,A,537.102000,133.200000,1253,2644.500000,A,0
54,E,MH,B,305.496000,53.400000,167,1835.700000,A,0
44,E,MH,G,245.264000,32.400000,275,1293,A,1
18,E,MH,G,247.618000,55.500000,758,1275.600000,A,0
24,E,M,B,218.969000,74.400000,494,1060.500000,A,0
46,E,M,A,248.389000,42,450,1020.900000,A,1
51,E,H,A,545.983000,70.500000,1073,3192.900000,A,1
25,E,H,B,291.093000,56,928,2113.100000,A,0
49,E,M,G,257.001000,7.800000,299,1160.700000,A,1
14,E,MH,G,266.053000,58.800000,719,1277.700000,A,0
23,E,H,B,393.986000,92.500000,1029,2131.900000,A,0
33,E,H,B,413.595000,28.200000,393,2457,A,0
30,E,MH,B,332.595000,76.800000,680,1816.800000,A,1
19,E,MH,B,254.083000,46,1010,1720.600000,A,0
17,E,MH,G,231.230000,53.400000,822,1285.200000,A,0
36,E,MH,G,345.449000,64.500000,462,1814.400000,A,1
18,E,MH,A,349.051000,82.200000,699,1648.200000,A,1
30,E,M,H,247.783000,91.800000,475,1078.200000,A,1
22,E,MH,G,358.513000,48,999,1776.300000,A,0
16,E,MH,A,346.464000,44.400000,802,1826.100000,A,1
13,E,MH,A,224.232000,64.200000,549,1278.300000,A,1
12,E,M,G,231.171000,87,630,1110.900000,A,0
22,E,MH,B,249.597000,75.600000,1064,1707.600000,A,0
24,E,MH,G,285.852000,87.500000,910,1628.900000,A,0
15,E,H,A,405.194000,97.200000,1340,2418.600000,A,1
44,E,MH,B,328.267000,46.800000,347,1690.800000,A,0
29,E,M,A,232.968000,189,231,1007.100000,A,1
28,E,M,H,241.608000,16,574,1238.800000,A,1
18,E,M,A,262.487000,0,571,1113.300000,A,1
26,E,M,B,212.743000,96.600000,350,1084.200000,A,0
15,E,H,G,384.978000,22.800000,941,2174.100000,A,0
18,E,H,B,391.915000,34.200000,1175,2354.400000,A,0
31,E,H,A,323.055000,79.200000,556,2122.500000,A,1
57,E,M,B,214.008000,53,441,1161.800000,A,0
28,E,MH,G,339.982000,85.800000,401,1857.300000,A,1
30,E,MH,A,254.307000,25.800000,166,1371.600000,A,1
21,E,H,B,529.492000,107.500000,1645,2969.800000,A,0
31,E,H,H,383.434000,115.200000,1254,2720.700000,A,1
23,E,MH,B,253.805000,35,695,1511.300000,A,0
13,E,M,A,219.298000,16.800000,502,1107.600000,A,1
12,E,MH,B,285.734000,51.600000,977,1826.400000,A,0
21,E,M,B,257.222000,28,455,1153.600000,A,0
36,E,M,G,250.643000,79.800000,409,1183.500000,A,1
29,E,M,H,246.513000,13.800000,395,1221,A,1
58,E,MH,H,383.926000,2.500000,223,1850.200000,A,1
17,E,H,C,313.983000,81,157,2440.500000,A,1
18,E,M,C,187.531000,88.800000,71,1231.500000,A,1
31,E,H,C,250.398000,111.500000,116,2105.600000,A,1
17,E,MH,C,238.576000,68.500000,160,1707.700000,A,1
12,E,MH,C,198.428000,55.200000,104,1269.600000,A,1
48,E,MH,C,209.674000,55.200000,135,1461.900000,A,1
24,E,MH,C,226.603000,0,137,1635.600000,A,1
47,E,MH,C,208.697000,33.600000,94,1269,A,1
56,E,H,G,387.842000,28.500000,1255,2228.400000,A,1
35,E,MH,C,210.556000,32,125,1834.100000,A,1
24,E,M,C,202.450000,6,62,1078.800000,A,1
43,E,MH,C,199.251000,35.500000,79,1455.100000,A,1
60,E,MH,C,207.989000,41.400000,162,1792.800000,A,1
29,E,M,C,189.595000,40.800000,74,1161.600000,A,1
12,E,MH,C,209.414000,31.500000,138,1656.600000,A,1
50,E,MH,C,206.275000,36,169,1763.700000,A,1
13,E,H,B,354.708000,62.400000,866,2022.600000,A,0
27,E,H,C,268.832000,49.200000,149,2080.500000,A,1
33,E,MH,C,182.766000,53.400000,101,1413.300000,A,1
23,E,H,G,404.716000,53,1154,2520.200000,A,0
23,E,MH,G,258.951000,140.500000,616,1438.300000,A,0
16,E,MH,C,194.032000,37.200000,72,1313.700000,A,1
23,E,MH,C,221.895000,0,160,1619.700000,A,1
28,E,M,C,202.187000,60,54,1168.200000,A,1
36,E,MH,C,195.355000,36.600000,62,1425,A,1
26,E,MH,C,205.012000,21,121,1292.400000,A,1
27,E,M,C,187.562000,63,64,1114.500000,A,1
33,E,MH,C,187.281000,32.500000,82,1436.800000,A,1
16,E,MH,C,199.148000,31.200000,128,1409.400000,A,1
50,E,MH,C,228.184000,69.600000,135,1649.400000,A,1
20,E,M,C,194.339000,113.500000,99,1034.200000,A,1
21,E,M,C,203.787000,60,96,1103.400000,A,1
33,E,M,C,190.642000,78.600000,70,1150.200000,A,1
20,E,MH,C,158.172000,21,46,1272,A,1
46,E,MH,C,178.799000,57.600000,68,1440,A,0
50,E,M,C,190.429000,80.400000,112,1129.500000,A,1
37,E,M,C,166.335000,20.400000,50,1099.800000,A,1
32,E,MH,C,199.837000,75.600000,90,1574.400000,A,1
35,E,MH,C,197.182000,36,28,1374.600000,A,1
46,E,MH,C,214.990000,14.400000,132,1835.400000,A,1
54,E,M,A,274.269000,6,505,1260,A,1
55,E,MH,C,185.418000,69.500000,67,1454.300000,A,1
16,E,MH,C,192.956000,132.600000,100,1574.400000,A,1
28,E,MH,C,197.116000,45.600000,123,1288.200000,A,1
26,E,M,C,202.325000,67.200000,30,1015.500000,A,1
31,E,MH,C,234.109000,45.600000,56,1819.800000,A,1
33,E,M,C,175.070000,6.600000,108,1207.200000,A,1
19,E,MH,B,277.142000,2.400000,360,1400.100000,A,0
58,E,MH,G,303.952000,27,636,1420.500000,A,1
36,E,MH,G,276.664000,48,260,1420.200000,A,1
17,E,MH,B,261.808000,0,1025,1608.300000,A,0
24,E,M,B,228.222000,33,483,1009.200000,A,0
43,E,M,G,210.587000,20.400000,69,1001.100000,A,1
47,E,MH,G,256.398000,79.200000,557,1746,A,1
18,E,MH,B,267.371000,81,686,1623,A,0
13,E,M,A,258.493000,53.400000,623,1254.900000,A,1
32,E,MH,G,278.019000,71.500000,745,1389.400000,A,1
29,E,MH,B,347.808000,125.400000,435,1743.900000,A,0
18,E,MH,B,334.390000,12,947,1860.900000,A,0
15,E,MH,A,359.571000,17.400000,771,1916.400000,A,1
47,E,MH,A,263.998000,16.200000,1100,1739.400000,A,1
28,E,MH,B,280.678000,58,211,1738.600000,A,0
21,E,MH,G,356.371000,46.200000,621,1822.800000,A,0
38,E,MH,A,299.005000,54,565,1400.700000,A,1
27,E,MH,H,333.587000,51.500000,286,1593.500000,A,1
15,E,MH,B,261.810000,73.200000,785,1413,A,0
51,E,MH,G,271.139000,84.600000,263,1316.400000,A,1
51,E,MH,H,298.496000,45.600000,326,1860.900000,A,0
55,E,MH,A,277.327000,66.600000,172,1346.100000,A,1
12,E,M,G,265.383000,66.600000,763,1251.600000,A,0
48,E,MH,A,250.178000,29.400000,882,1610.700000,A,1
20,E,H,B,333.333000,0,1291,2433.600000,A,0
29,E,H,C,232.704000,82.200000,525,2231.400000,A,1
17,E,M,G,230.142000,42,586,1117.800000,A,0
23,E,MH,B,266.825000,57,630,1398.300000,A,0
16,E,M,G,224.915000,45.600000,346,1258.200000,A,0
15,E,H,B,438.756000,12,1077,2115.900000,A,0
19,E,H,B,341.939000,15.500000,1226,2197.400000,A,0
58,E,MH,G,187.747000,81,317,1593,A,0
16,E,M,K,193.504000,73.800000,247,1043.700000,A,1
40,E,M,G,251.033000,115.800000,344,1200.900000,A,1
21,E,MH,K,208.867000,51.500000,240,1477.100000,A,1
39,E,M,K,171.508000,79.500000,132,1038,A,1
22,E,MH,K,208.080000,121.800000,457,1508.100000,A,1
28,E,H,H,377.057000,53,1378,2774.900000,A,1
21,E,H,G,266.573000,93,657,2346.600000,A,1
24,E,MH,E,212.722000,87.600000,239,1494.300000,A,0
25,E,MH,C,185.714000,50.400000,167,1389.900000,A,1
19,E,MH,G,196.453000,67.800000,533,1521,A,1
30,E,H,C,315.809000,182.500000,367,2475.400000,A,1
34,E,MH,A,227.454000,26,865,1392.200000,A,1
22,E,MH,C,184.081000,76.200000,419,1297.800000,A,1
30,E,MH,G,218.645000,72,238,1545.300000,A,1
39,E,M,C,199.255000,9,111,1246.500000,A,1
32,E,M,B,246.853000,12,406,1023.900000,A,0
43,E,MH,C,210.562000,108.600000,214,1309.200000,A,1
12,E,M,C,190.228000,84,62,1075.500000,A,0
33,E,H,C,252.828000,38,205,2085.200000,A,0
33,E,MH,C,221.880000,52.800000,424,1387.800000,A,1
43,E,M,G,203.536000,40.800000,451,1133.100000,A,0
28,E,MH,I,310.413000,57,679,1423.800000,A,0
13,E,H,G,505.759000,106.800000,1603,2983.200000,A,0
20,E,M,I,153.866000,61.800000,529,1113.600000,A,0
55,E,MH,I,288.595000,16,731,1512.100000,A,0
17,E,H,C,258.506000,30.600000,172,2027.400000,A,0
70,E,M,C,253.111000,30,494,1175.400000,A,0
23,E,MH,E,236.151000,107,512,1769,A,0
20,E,MH,J,332.025000,76.800000,935,1830,A,1
29,E,M,I,208.190000,0,740,1159.500000,A,0
31,E,MH,C,304.961000,31.800000,654,1597.500000,A,0
48,E,MH,I,278.065000,111,854,1549.200000,A,1
18,E,H,G,392.913000,24,1483,2628.900000,A,0
51,E,M,B,223.745000,70,637,1127.500000,A,0
25,E,M,C,169.127000,21.600000,91,1258.500000,A,0
13,E,M,C,193.407000,15.600000,84,1028.400000,A,0
14,E,M,C,201.325000,51.600000,60,1084.500000,A,0
26,E,M,C,179.132000,63,67,1043.400000,A,0
21,E,H,C,275.035000,85.200000,125,2102.700000,A,0
20,E,M,B,219.980000,32.400000,614,1157.700000,A,0
15,E,M,C,152.455000,39.600000,111,1133.400000,A,0
23,E,M,C,202.644000,89.400000,108,1215.900000,A,0
23,E,H,B,331.746000,53.400000,779,2135.100000,A,0
36,E,MH,C,171.539000,114,95,1397.700000,A,0
15,E,H,C,267.883000,0,70,1985.400000,A,0
26,E,MH,C,174.420000,36,46,1363.800000,A,0
27,E,M,C,177.960000,45.600000,51,1209.600000,A,0
26,E,M,C,197.324000,79,86,1003.600000,A,0
19,E,MH,B,360.328000,13.800000,627,1732.500000,A,0
20,E,M,C,173.756000,40.800000,37,1219.800000,A,0
31,E,H,C,256.770000,51,99,2164.800000,A,0
35,E,M,C,163.339000,69,53,1012.800000,A,1
16,E,MH,B,302.275000,119.400000,820,1398.900000,A,0
22,E,MH,C,211.074000,131.400000,127,1396.800000,A,0
30,E,MH,C,242.382000,24,31,1653.900000,A,0
16,E,M,G,205.044000,84.600000,451,1051.200000,A,0
35,E,MH,B,246.218000,139.800000,384,1334.700000,A,0
42,E,MH,C,231.401000,127,94,1657.300000,A,0
22,E,MH,C,191.811000,23,75,1318.700000,A,0
13,E,M,B,234.665000,56.400000,612,1262.400000,A,0
19,E,M,C,187.842000,48,39,1014.900000,A,0
23,E,M,A,223,128,704,1153.400000,A,1
16,E,MH,B,244.096000,72,672,1379.700000,A,0
40,E,M,B,225.773000,97.500000,343,1069.800000,A,0
37,E,MH,G,271.642000,51.600000,290,1899.300000,A,1
26,E,MH,G,251.325000,34.200000,375,1354.800000,A,1
12,E,M,A,220.892000,84,485,1032.600000,A,1
37,E,M,G,228.817000,10.800000,243,1223.700000,A,1
53,E,MH,B,284.846000,91.200000,209,1381.800000,A,0
13,E,MH,B,283.591000,75,963,1881.900000,A,0
43,E,MH,B,346.101000,132.600000,712,1612.200000,A,0
22,E,MH,G,292.367000,78,748,1625.400000,A,0
42,E,MH,B,285.737000,125.400000,528,1899.600000,A,0
32,E,M,G,218.707000,34.200000,216,1018.800000,A,1
31,E,M,B,222.915000,79.200000,347,1019.400000,A,0
32,E,MH,B,307.613000,153.600000,798,1776.300000,A,0
21,E,MH,B,260.875000,60,858,1541.700000,A,0
14,E,MH,B,264.168000,113.400000,509,1557.900000,A,0
25,E,MH,B,222.001000,37.800000,514,1292.400000,A,0
23,E,MH,G,293.807000,46.800000,722,1628.100000,A,0
26,E,MH,B,272.618000,38,190,1318.400000,A,1
30,E,MH,B,279.950000,25.200000,497,1670.400000,A,0
18,E,MH,B,296.663000,71,694,1428.200000,A,0
44,E,M,B,268.777000,57,285,1244.700000,A,0
13,E,MH,B,253.372000,90.500000,1028,1732.100000,A,0
38,E,MH,A,291.488000,81.500000,352,1449.800000,A,1
44,E,MH,G,250.668000,15.600000,313,1263,A,1
27,E,H,G,316.238000,132,635,1951.800000,A,1
26,E,MH,B,230.731000,52.800000,536,1264.200000,A,0
23,E,H,A,359.455000,78.600000,806,1990.200000,A,1
40,E,M,K,199.149000,115.500000,221,1233.300000,A,1
12,E,M,B,249.415000,102,450,1203.600000,A,0
30,E,M,G,259.743000,0,209,1134.600000,A,1
18,E,H,B,555.653000,9.500000,1650,2857.400000,A,0
47,E,MH,A,273.093000,111,560,1650.900000,A,1
20,E,M,G,245.984000,21,536,1244.400000,A,0
31,E,MH,E,224.463000,61.800000,219,1593.300000,A,0
38,E,MH,A,364.772000,0,578,1836.900000,A,1
12,E,MH,B,240.888000,78.600000,787,1331.400000,A,0
18,E,M,A,230.848000,20.400000,512,1097.400000,A,1
30,E,MH,A,326.697000,48,794,1617.900000,A,1
14,E,H,A,476.148000,52.800000,1239,2711.700000,A,1
54,E,MH,B,219.602000,72.600000,330,1296.600000,A,0
28,E,M,B,275.437000,55.200000,308,1248,A,0
17,E,MH,A,240.263000,33.600000,781,1486.500000,A,1
58,E,MH,A,270.727000,51.600000,464,1595.700000,A,1
20,E,H,G,360.884000,44.400000,999,2146.800000,A,0
37,E,MH,B,259.642000,105.500000,673,1362.500000,A,0
27,E,H,A,322.471000,26.400000,764,2484.300000,A,1
32,E,MH,G,216.305000,44.400000,325,1268.400000,A,1
47,E,H,A,305.531000,0,730,2175.900000,A,1
16,E,MH,C,177.333000,70.800000,256,1308,A,1
30,E,H,H,417.761000,93,718,2106.300000,A,1
16,E,H,B,512.795000,70,1160,2561.200000,A,0
21,E,MH,B,377.837000,21.500000,701,1830.500000,A,0
15,E,M,G,174.810000,59.400000,274,1145.100000,A,0
21,E,M,A,256.935000,108,533,1241.400000,A,1
17,E,MH,B,328.474000,3.500000,943,1695.800000,A,0
15,E,MH,C,244.987000,158.400000,735,1753.500000,A,0
40,E,MH,A,274.311000,63,297,1534.800000,A,1
31,E,MH,K,199.128000,97.200000,269,1523.400000,A,1
22,E,MH,G,274.133000,109.500000,896,1770.900000,A,0
14,E,MH,G,322.125000,14.400000,777,1791.300000,A,0
14,E,MH,B,242.610000,9.600000,783,1266.300000,A,0
