생산량,생산비용,공급품질평가(%),배송지연(일),결함률,품질평가점수,유지관리(시간),가동중단 시간비율(%),재고회전율,재고부족율(%),근로생산성(%),월별안전사고건,에너지소비량(kWh),에너지효율,추가공정시간,추가재료비용($),결함상태
808,14729.58,85.89,2,3.18,65.46,13,0.08,9.27,0.10,91.52,7,2639.31,0.34,4.97,347.70,1
622,9129.32,91.42,4,4.88,63.30,20,3.65,9.12,0.05,99.16,1,4336.37,0.33,4.54,355.46,1
845,7343.10,94.91,3,1.97,93.72,15,3.55,5.72,0.01,87.39,1,4181.46,0.29,3.96,493.34,1
485,14539.10,87.58,1,4.65,60.42,3,3.27,3.08,0.07,81.14,0,1845.43,0.44,3.15,367.64,1
570,7690.34,89.19,1,4.95,78.05,0,4.51,5.51,0.09,94.11,6,3870.93,0.41,5.55,465.05,1
218,15577.09,96.36,4,3.52,60.16,21,2.78,2.32,0.03,90.55,7,3201.90,0.15,5.84,431.31,1
495,11827.58,98.60,1,2.59,76.07,14,3.42,6.88,0.05,86.53,6,3228.82,0.12,4.03,319.50,1
631,15016.41,90.90,3,3.26,67.47,19,0.05,6.87,0.09,83.77,8,4010.06,0.11,9.78,304.54,1
360,17560.51,93.23,2,1.73,84.98,19,4.23,9.19,0.09,89.65,7,4419.88,0.16,6.01,476.79,1
904,7545.93,98.07,0,1.73,87.17,2,4.08,3.52,0.00,93.32,7,1955.86,0.37,9.00,346.85,1
355,5287.17,81.97,0,1.01,79.50,13,0.10,4.97,0.07,91.58,1,3222.16,0.30,6.13,385.51,1
833,16686.54,84.64,2,1.01,61.62,8,2.71,8.88,0.06,88.75,0,4315.82,0.40,2.71,134.67,1
325,14145.46,94.18,5,2.06,86.25,18,4.53,5.79,0.01,90.79,5,4491.18,0.18,9.77,387.32,1
152,15494.59,96.47,0,3.93,93.68,7,0.91,2.48,0.09,82.16,6,2149.64,0.25,8.97,205.87,1
966,17572.32,97.14,4,3.24,88.81,1,1.76,2.89,0.04,93.92,5,1416.62,0.46,5.24,146.22,1
605,19413.80,81.79,4,4.34,68.02,0,1.78,7.95,0.09,80.23,7,4782.00,0.47,3.00,376.48,1
953,13039.03,88.76,3,3.21,95.56,10,0.21,9.01,0.01,85.41,1,2849.92,0.43,8.25,263.03,1
463,12327.43,84.61,3,4.82,72.89,4,1.40,2.95,0.09,81.84,0,2674.30,0.38,1.62,272.57,1
379,11028.31,85.82,5,3.52,60.54,1,1.47,8.08,0.07,99.96,9,1052.34,0.47,6.74,178.85,1
692,7305.37,95.45,5,1.29,93.74,12,4.33,7.24,0.08,91.87,7,1204.06,0.39,6.76,103.82,1
813,13589.11,81.51,5,2.63,97.67,16,1.76,3.86,0.05,89.31,7,3674.78,0.48,2.64,239.74,1
257,9155.19,96.55,5,3.42,86.22,16,2.24,9.79,0.00,89.26,7,3359.31,0.11,7.34,159.37,1
731,18819.61,88.55,1,0.63,69.26,17,1.90,6.56,0.07,99.30,9,3302.11,0.47,7.35,268.69,1
158,13747.86,91.92,5,0.57,70.07,20,0.60,9.26,0.04,93.20,6,1441.29,0.32,4.15,433.53,1
826,13892.60,81.79,5,1.08,78.66,8,4.95,8.87,0.04,83.37,1,2408.24,0.14,5.35,145.90,1
227,10323.87,86.75,3,1.63,95.91,5,4.13,4.67,0.04,88.96,3,4249.43,0.19,8.49,136.70,0
835,5779.84,81.79,4,2.43,65.98,19,2.70,6.29,0.05,95.48,8,1699.64,0.44,5.71,460.84,1
820,5476.16,99.23,3,2.69,93.04,2,2.38,5.45,0.07,88.47,7,4530.75,0.30,6.56,398.06,1
214,6268.48,89.19,1,3.53,92.34,2,1.63,6.70,0.08,99.82,7,1676.60,0.15,2.35,131.83,1
308,14102.70,84.47,1,3.18,96.81,0,0.25,8.28,0.07,98.71,9,2911.00,0.27,9.98,373.97,1
625,18214.60,98.67,4,1.83,77.10,19,2.02,2.09,0.08,98.83,5,4781.20,0.23,5.78,248.14,1
620,18243.72,86.89,5,0.56,74.60,12,4.92,7.50,0.01,82.63,8,2318.19,0.31,4.03,389.67,1
651,14885.68,83.22,3,0.85,92.09,20,0.91,4.55,0.08,84.69,0,3632.87,0.35,7.42,261.78,1
336,8168.48,91.26,0,2.26,81.18,4,2.64,3.79,0.04,88.84,5,3354.69,0.36,6.59,487.11,0
458,18291.40,80.08,5,2.20,84.91,20,0.61,2.71,0.04,94.74,2,1992.67,0.14,8.89,118.65,1
300,7949.80,84.76,5,3.33,66.12,23,2.94,3.83,0.05,96.99,4,4720.61,0.11,1.64,232.20,1
857,16061.39,98.77,2,2.96,93.79,15,1.49,3.63,0.03,98.42,9,1739.32,0.45,6.45,325.44,1
377,9297.79,83.42,3,1.54,67.83,23,4.53,5.36,0.02,95.62,7,3780.04,0.23,5.30,156.75,1
334,17039.60,82.26,4,2.05,97.29,11,2.03,4.58,0.01,85.24,9,4858.78,0.25,3.86,101.01,1
593,19958.57,91.40,3,3.26,70.02,12,1.04,7.76,0.05,85.71,5,1478.02,0.28,8.44,131.72,1
103,5450.39,97.24,1,4.37,89.36,3,2.73,7.59,0.01,87.05,0,2596.73,0.44,6.91,309.71,1
541,14339.46,99.89,4,2.99,72.71,15,0.10,5.50,0.01,84.98,6,1886.25,0.15,4.73,137.16,1
208,11975.14,81.48,0,2.14,89.92,4,3.87,7.37,0.09,80.68,2,3598.20,0.49,4.10,346.85,0
709,17710.82,99.86,0,4.46,82.27,20,0.52,5.17,0.07,94.57,8,3985.37,0.36,5.78,475.96,1
904,10029.19,85.75,1,4.95,72.29,23,1.32,3.02,0.06,81.32,9,4698.63,0.31,1.75,477.30,1
937,19630.15,86.09,4,3.57,90.12,8,2.95,7.98,0.06,85.71,4,2279.38,0.31,9.95,276.32,1
245,17254.61,81.73,3,0.67,66.06,7,0.88,2.20,0.05,84.17,4,2378.29,0.25,9.74,295.16,1
227,17788.21,80.03,0,3.22,76.02,18,3.40,4.06,0.05,91.62,2,1928.33,0.25,7.95,212.65,1
952,19069.48,88.99,3,2.68,79.31,17,2.45,3.30,0.03,93.51,1,1568.82,0.49,5.36,303.37,1
141,6276.55,96.74,3,0.98,74.23,14,0.55,9.65,0.07,92.68,7,2946.81,0.39,5.55,160.29,1
140,6065.52,99.98,3,4.51,87.46,14,3.37,3.87,0.08,89.97,4,4818.16,0.19,4.89,109.97,1
116,8440.49,85.61,0,2.36,88.38,17,1.87,8.86,0.10,82.39,9,4292.63,0.24,1.32,183.23,1
776,12036.61,83.19,5,0.83,97.40,19,0.67,3.52,0.10,84.59,0,4298.32,0.20,5.08,475.16,1
252,9028.43,83.28,2,3.71,82.61,4,3.54,9.98,0.05,97.81,7,2555.91,0.46,5.32,157.96,1
477,6514.67,85.70,4,3.66,84.46,17,4.07,4.26,0.09,86.85,3,1440.12,0.25,6.99,456.31,1
687,7512.37,95.86,3,3.26,62.76,7,0.63,2.67,0.00,96.02,3,4960.03,0.21,5.65,149.74,1
698,7209.13,98.12,4,2.80,94.58,0,2.47,7.53,0.01,85.02,8,3622.37,0.47,8.76,360.28,0
728,19596.15,99.50,4,2.45,71.42,18,2.42,6.88,0.00,80.83,1,4928.78,0.18,4.31,227.95,1
126,11596.11,86.57,4,4.74,83.82,1,0.50,5.43,0.00,96.39,5,1988.74,0.47,2.82,190.42,1
386,16974.40,97.40,0,1.90,77.81,15,0.01,8.54,0.03,98.20,2,2013.03,0.38,7.18,335.73,1
745,9893.81,92.72,3,2.52,62.41,17,1.86,6.11,0.05,89.59,9,1095.05,0.23,4.71,396.30,1
830,9490.75,83.29,5,4.13,91.90,1,1.46,4.18,0.01,80.98,5,3049.87,0.30,9.16,493.00,1
267,8487.59,88.60,2,1.23,61.40,5,4.33,3.68,0.05,80.56,9,2508.20,0.48,6.54,380.57,1
367,8846.95,94.74,2,3.56,60.92,5,0.42,8.78,0.03,90.93,4,3538.43,0.42,5.39,263.65,1
554,5938.47,81.09,1,1.09,80.57,7,1.41,8.45,0.05,94.36,9,1092.18,0.19,8.97,187.08,0
784,8157.60,87.10,4,3.93,83.89,23,0.08,2.26,0.03,96.03,9,3356.28,0.12,7.75,368.48,1
500,17135.35,89.64,1,0.81,78.30,21,0.58,6.75,0.09,91.68,2,1488.28,0.50,1.55,181.77,1
575,7203.83,90.06,2,0.56,73.63,20,1.25,8.99,0.05,93.27,5,1855.22,0.45,2.01,295.98,1
733,17969.88,94.58,1,3.12,72.46,11,2.33,4.15,0.04,93.59,8,2252.97,0.39,3.15,225.12,1
675,6241.05,98.77,4,1.55,74.36,22,3.95,7.74,0.07,92.95,9,3309.70,0.42,8.13,125.79,1
229,12268.07,96.10,2,3.28,82.65,5,1.44,6.13,0.07,86.83,7,1859.62,0.44,6.19,104.81,1
462,13451.13,91.01,0,4.96,99.55,3,0.58,2.63,0.03,99.27,0,3485.36,0.28,6.82,167.48,1
470,7161.18,89.35,3,3.57,60.87,17,3.44,6.65,0.05,94.95,1,4150.58,0.44,3.51,357.73,1
893,14359.98,85.71,4,0.96,87.18,9,4.25,9.21,0.02,82.96,8,1772.14,0.33,8.18,391.64,1
128,9104.61,99.23,4,1.98,81.92,7,1.61,2.17,0.06,89.33,5,1608.81,0.46,5.59,101.40,0
248,12317.51,86.26,5,0.84,66.78,0,1.63,3.24,0.02,80.72,4,3658.78,0.25,1.53,442.69,1
878,6234.08,81.96,3,0.83,92.70,14,2.67,7.00,0.05,93.41,2,2638.03,0.25,9.27,495.37,1
395,11893.76,90.54,2,1.38,74.76,2,3.27,2.53,0.03,81.17,6,3839.99,0.41,7.91,148.72,1
110,9596.95,81.14,5,2.68,71.75,14,1.01,7.16,0.10,81.75,6,2026.40,0.15,6.26,360.43,1
611,17335.72,82.21,4,4.03,93.13,13,4.56,9.87,0.10,96.90,3,2299.49,0.22,4.93,100.97,1
775,5854.68,84.39,0,2.68,85.54,0,3.27,9.03,0.08,88.86,9,4586.71,0.34,9.64,119.61,0
286,11876.47,88.67,1,0.87,85.20,7,4.52,9.15,0.01,91.85,1,3363.81,0.48,5.81,438.56,0
326,15008.19,88.53,4,3.27,62.19,17,0.73,5.43,0.04,98.11,6,1143.55,0.32,2.76,275.44,1
197,17933.04,86.33,2,1.00,84.55,7,4.78,2.00,0.10,83.03,8,4955.68,0.28,3.64,224.41,0
763,17601.62,80.26,5,4.86,63.30,2,3.42,7.22,0.10,84.89,6,4444.39,0.40,8.00,293.58,1
857,19841.77,95.91,3,3.97,89.44,1,1.14,3.03,0.06,98.20,6,3376.68,0.20,5.71,286.03,1
505,18342.79,89.54,0,4.54,81.86,13,4.99,5.03,0.06,89.24,0,2475.08,0.43,4.46,474.33,1
168,10572.01,82.62,4,2.00,98.14,7,2.16,9.39,0.00,97.84,9,1694.19,0.35,3.70,389.46,0
411,7927.50,84.71,5,4.96,67.33,5,4.66,6.94,0.09,83.32,7,3612.19,0.19,5.62,157.93,1
388,12340.89,98.65,5,0.96,84.24,3,2.15,6.83,0.10,84.11,1,1772.21,0.36,3.86,274.79,0
861,16124.62,97.19,5,0.74,68.46,4,4.64,9.31,0.10,87.06,7,2669.71,0.19,4.87,215.35,1
850,12247.71,89.64,0,4.67,88.91,12,3.80,6.78,0.02,94.91,0,1516.92,0.44,6.63,266.16,1
247,17573.46,90.41,5,0.91,88.89,8,4.76,4.77,0.04,91.99,7,1516.09,0.47,7.73,127.15,0
566,10421.06,99.50,2,1.01,92.60,12,3.23,4.97,0.03,91.06,3,1897.61,0.20,7.42,264.48,1
838,17896.92,99.32,4,0.65,94.14,8,3.39,7.48,0.03,92.05,9,3207.67,0.47,8.34,228.54,1
343,11102.07,84.31,3,0.97,63.09,23,0.51,4.56,0.06,94.64,5,2006.89,0.20,2.82,339.83,1
590,9923.50,96.22,2,1.44,73.73,23,2.37,6.47,0.08,97.86,9,3012.79,0.15,9.96,190.43,1
948,11809.85,83.94,4,4.87,87.48,15,4.43,4.23,0.09,88.29,9,2207.93,0.12,5.28,114.39,1
606,16436.70,84.27,1,3.51,79.94,11,1.20,3.33,0.01,96.06,0,3024.97,0.20,7.46,138.35,1
581,7946.29,88.10,0,3.99,82.11,18,3.38,3.74,0.03,94.44,6,4920.05,0.47,6.10,239.33,1
300,19271.67,98.63,4,2.91,76.30,15,1.11,9.19,0.04,97.50,4,2970.87,0.20,9.96,433.78,1
253,7632.37,81.78,2,4.09,75.60,23,1.41,4.43,0.04,80.64,5,3974.57,0.25,2.96,208.03,1
549,13515.91,90.23,3,3.18,92.39,12,2.14,6.78,0.04,90.93,2,3802.19,0.39,4.80,112.60,1
600,13689.72,98.37,1,1.92,76.30,4,0.63,4.11,0.10,99.79,8,2962.24,0.22,2.15,412.29,0
812,14671.18,83.13,1,2.90,62.32,23,3.70,4.81,0.06,97.29,9,3042.87,0.27,7.42,296.92,1
395,8447.40,87.33,0,4.21,94.25,5,1.82,9.33,0.07,83.72,0,3723.89,0.18,1.04,213.97,1
116,13289.93,92.38,5,4.92,98.42,20,1.50,5.13,0.07,92.09,0,2839.68,0.39,9.01,408.86,1
316,14925.01,99.36,3,3.94,74.57,16,2.12,3.58,0.09,88.63,1,1071.93,0.22,4.97,469.61,1
160,7118.35,98.29,1,0.95,97.54,16,1.15,2.39,0.06,89.73,5,2311.51,0.24,3.98,446.21,1
141,7779.06,82.42,3,2.17,93.77,2,4.36,6.33,0.03,80.84,8,4624.76,0.37,9.29,211.03,0
124,9179.65,81.71,2,0.68,90.63,12,0.34,6.03,0.01,89.37,9,1703.33,0.28,7.41,113.14,1
138,8280.65,98.19,5,2.13,75.17,11,1.84,4.18,0.08,96.87,3,2577.13,0.34,4.03,499.93,1
902,7742.57,83.87,4,3.25,79.15,5,4.81,2.58,0.04,98.63,7,3848.31,0.34,1.64,404.83,1
230,17385.66,88.33,1,1.04,67.45,21,0.07,5.86,0.07,93.17,3,4261.69,0.25,3.93,235.48,1
597,9285.61,88.98,3,4.66,71.68,20,4.45,8.94,0.07,96.53,2,2910.85,0.47,2.66,107.71,1
207,19548.90,81.43,3,4.69,95.76,13,0.95,9.43,0.05,94.03,0,2083.58,0.33,7.48,494.76,1
534,7145.02,98.63,3,1.98,78.61,4,0.35,6.26,0.09,90.11,4,2458.38,0.30,8.97,133.49,0
577,10618.22,98.17,1,2.26,63.46,13,0.86,2.53,0.07,89.16,6,2394.69,0.17,2.63,260.91,1
201,16965.98,95.63,4,3.83,62.28,17,0.13,5.40,0.08,83.18,2,1527.42,0.29,5.07,143.67,1
623,6305.26,86.54,0,3.52,78.55,0,0.22,2.38,0.07,80.89,9,1119.03,0.38,1.61,232.17,1
374,13351.77,92.56,1,2.25,84.36,6,3.46,9.73,0.03,85.35,3,2760.01,0.13,4.35,393.35,0
712,17676.81,85.50,1,2.70,60.26,19,4.09,7.84,0.01,90.40,6,4921.29,0.48,6.14,133.88,1
143,16938.90,98.19,5,4.95,99.59,12,4.44,7.75,0.04,99.43,4,3638.90,0.18,4.30,151.37,1
116,15091.47,81.44,4,2.38,93.92,12,4.73,9.43,0.01,87.37,2,1584.39,0.47,6.47,437.39,1
429,8307.56,98.18,4,1.81,81.40,3,0.03,5.76,0.10,94.28,7,4855.49,0.20,4.32,180.58,0
668,8273.11,99.16,2,3.94,65.22,2,0.67,8.82,0.07,98.63,2,1055.95,0.47,1.95,267.33,1
922,18111.08,81.55,2,3.94,91.90,7,1.47,2.10,0.09,90.78,6,3725.55,0.26,2.25,347.77,1
914,8948.71,86.07,2,0.87,81.10,7,4.43,9.97,0.04,91.06,6,1100.64,0.49,2.57,351.28,1
691,16888.92,91.56,5,2.35,86.23,3,3.33,4.62,0.01,95.95,6,3558.57,0.18,4.14,453.84,0
315,14409.93,99.16,0,4.95,96.45,5,0.90,6.20,0.06,94.11,5,2658.72,0.19,8.48,447.21,1
438,16253.99,90.06,2,2.61,63.73,23,2.29,8.83,0.01,91.78,0,4497.60,0.13,5.80,334.01,1
875,7280.73,81.66,4,1.65,70.54,21,2.54,6.85,0.03,99.39,3,3216.72,0.16,2.43,498.28,1
760,11874.85,92.40,2,4.51,96.09,5,0.52,7.80,0.02,85.95,7,3997.76,0.35,6.53,142.05,1
180,10268.29,86.80,3,2.71,71.37,9,0.17,3.83,0.06,85.66,0,3351.12,0.28,7.12,291.44,1
826,6406.65,97.12,3,3.20,86.16,3,3.75,3.25,0.09,84.84,5,1153.16,0.42,1.76,410.05,1
473,18811.09,83.86,5,2.22,83.85,15,1.66,5.94,0.07,95.95,8,1315.05,0.49,1.05,489.10,1
809,5600.89,83.82,1,4.75,76.63,6,2.19,8.41,0.09,91.94,7,1426.75,0.12,3.85,241.62,1
299,9371.91,95.38,3,3.15,72.00,13,4.79,4.83,0.07,93.04,8,1061.62,0.13,4.02,240.06,1
565,8572.20,95.34,5,3.32,89.77,0,0.52,8.44,0.04,80.80,1,1714.61,0.46,2.79,215.21,1
367,12021.04,86.43,1,1.73,86.83,11,3.24,9.06,0.06,91.69,8,4000.15,0.30,3.84,271.74,1
754,11994.49,89.31,3,2.77,85.75,21,0.06,9.62,0.01,96.26,1,3292.71,0.21,8.43,177.35,1
670,16408.63,98.86,2,4.81,69.75,14,1.66,2.31,0.00,95.54,3,2956.09,0.11,4.59,423.66,1
588,7317.38,98.63,0,1.28,60.89,0,1.97,2.47,0.02,83.59,1,2023.47,0.30,4.74,124.90,1
976,12308.98,84.14,2,3.74,92.35,14,2.32,2.73,0.04,81.03,0,2899.81,0.29,5.22,433.86,1
146,13953.66,82.99,1,3.56,72.27,15,3.33,3.51,0.07,81.51,6,4128.92,0.33,5.32,298.36,1
387,19993.37,90.20,1,2.08,64.08,20,4.72,7.81,0.10,87.87,4,1326.73,0.39,1.82,252.43,1
877,16541.73,89.21,5,1.91,62.51,0,4.57,5.53,0.06,81.88,2,3833.86,0.38,2.86,328.24,1
115,10967.99,98.02,5,3.58,73.95,2,3.32,8.69,0.07,91.28,7,3970.92,0.21,2.69,418.40,1
810,17413.30,98.60,1,1.47,92.19,11,2.53,8.47,0.03,87.27,4,3235.89,0.33,5.57,495.73,1
349,10106.17,96.13,1,4.87,96.31,0,0.79,2.25,0.05,83.34,2,2902.84,0.38,4.19,499.57,1
490,12658.71,80.07,3,2.44,81.09,14,0.13,5.28,0.06,94.00,5,2842.56,0.41,7.37,423.57,1
434,18659.09,88.44,1,1.13,91.92,10,4.80,9.72,0.07,85.47,1,1731.57,0.47,9.81,290.75,0
728,12647.81,84.59,4,3.14,68.55,13,2.82,8.65,0.08,83.73,2,1389.33,0.15,9.69,198.38,1
618,12519.13,83.99,1,1.40,70.69,22,4.97,3.33,0.06,81.51,6,1969.91,0.45,8.20,402.10,1
236,5753.65,80.76,4,4.06,69.33,12,3.85,8.39,0.01,90.56,1,2053.91,0.24,9.59,438.08,1
982,5523.67,92.87,1,4.03,80.60,18,2.59,3.43,0.03,96.63,4,1980.30,0.14,2.84,485.99,1
787,13267.40,85.25,3,1.01,72.87,11,1.95,2.62,0.05,85.02,8,1843.72,0.21,7.76,326.33,1
939,11572.68,81.05,0,4.60,66.17,21,2.96,8.70,0.07,89.21,6,3941.69,0.17,3.89,368.27,1
926,7410.19,96.04,4,3.26,94.96,3,4.97,2.70,0.08,88.08,1,2308.44,0.48,4.37,343.65,1
826,5374.57,97.03,5,4.94,82.82,3,2.45,8.51,0.04,80.31,9,2220.52,0.23,3.60,239.50,1
576,11735.58,89.66,5,4.47,95.13,2,4.18,8.87,0.00,98.21,8,4376.13,0.34,9.63,395.08,1
693,8562.18,88.32,2,4.80,67.83,5,4.07,2.95,0.08,93.53,8,3495.70,0.46,2.89,109.08,1
471,15868.97,84.01,1,0.98,83.02,10,0.44,7.87,0.08,97.62,9,3854.45,0.24,7.07,386.45,0
501,6673.89,84.31,0,1.35,78.53,8,3.30,8.46,0.03,83.66,2,2378.37,0.50,3.73,472.27,0
542,14124.79,85.84,1,2.75,86.41,2,1.30,4.83,0.00,81.57,0,3346.22,0.17,5.13,352.90,0
589,9215.75,83.46,1,4.07,91.79,8,3.29,3.28,0.01,98.85,8,4970.54,0.31,2.29,390.61,1
714,7602.44,87.59,3,1.18,90.05,11,0.72,7.19,0.01,86.18,6,2206.38,0.42,9.29,429.57,1
625,17021.69,92.31,2,1.96,75.93,19,0.51,6.03,0.03,92.75,5,2282.61,0.38,7.59,143.25,1
258,10881.40,88.24,1,2.04,68.26,16,1.41,3.16,0.10,99.60,8,3161.15,0.21,8.64,473.24,1
287,16591.57,84.21,1,4.15,71.55,17,1.98,8.95,0.10,97.04,5,1244.37,0.49,3.98,186.87,1
912,8554.00,91.32,0,1.20,68.32,3,4.51,9.46,0.03,82.96,7,3508.49,0.46,6.08,456.94,1
197,15160.90,92.31,3,4.05,75.86,9,4.86,8.45,0.02,93.84,8,4042.67,0.19,2.65,383.37,1
230,13486.72,80.79,5,0.79,64.45,17,4.55,9.67,0.07,90.01,7,2888.58,0.15,6.07,103.29,1
904,18937.17,88.06,5,1.37,61.27,7,2.27,9.63,0.03,94.15,0,1421.17,0.25,6.89,143.09,1
270,10809.84,92.98,1,3.45,86.27,8,3.89,6.95,0.10,95.30,1,1979.22,0.34,2.19,493.28,1
282,5992.48,93.96,1,4.35,84.41,18,0.77,7.83,0.10,96.07,5,3718.69,0.45,2.19,115.25,1
463,5287.33,92.76,0,1.64,88.33,12,0.47,7.60,0.09,96.70,7,4581.75,0.49,1.32,213.02,1
138,17402.88,86.41,5,1.97,86.42,5,4.38,6.97,0.09,96.94,3,2686.43,0.40,7.85,319.40,0
626,12871.03,81.87,1,2.92,64.57,21,0.16,2.15,0.06,88.25,3,3241.65,0.34,3.98,173.74,1
987,16628.66,88.54,2,1.45,71.64,6,4.86,4.85,0.07,97.78,1,1913.54,0.16,3.03,192.82,1
596,8516.38,82.58,1,4.15,65.18,20,3.36,2.80,0.01,94.39,9,2648.85,0.13,8.00,241.19,1
615,10176.26,98.95,5,3.98,93.72,5,2.10,4.40,0.08,96.78,0,2347.16,0.34,2.29,207.82,1
496,19422.38,86.35,5,2.59,68.06,16,3.62,9.36,0.08,82.33,8,4938.80,0.44,7.70,300.11,1
821,15018.02,95.33,2,3.99,73.65,18,2.82,5.61,0.10,87.41,6,4253.21,0.23,6.16,211.45,1
260,18998.08,89.96,0,2.02,98.66,11,3.56,3.51,0.02,96.13,8,1768.66,0.12,5.99,225.24,1
525,15177.50,97.34,4,3.24,70.58,23,1.57,8.44,0.08,97.17,4,1987.66,0.42,6.24,387.16,1
410,18272.83,95.27,3,1.77,87.24,22,1.65,6.47,0.02,86.45,8,2997.57,0.25,4.75,247.38,1
838,16086.00,82.73,2,4.28,82.11,4,3.64,9.10,0.07,95.34,2,4731.64,0.24,3.33,238.30,1
269,9161.97,84.57,5,0.73,82.54,15,3.12,5.30,0.06,82.54,0,1851.00,0.34,8.89,449.22,1
645,9224.24,97.65,3,2.28,89.43,21,1.20,4.75,0.02,95.46,3,2456.84,0.31,6.78,445.94,1
513,19450.40,80.40,5,2.17,70.80,3,3.01,6.05,0.04,89.63,3,2319.41,0.36,5.05,452.05,1
350,5154.27,95.05,4,1.78,74.11,22,3.24,2.49,0.09,97.21,5,1943.85,0.33,6.27,328.77,1
880,15593.69,88.94,1,3.88,72.35,3,2.61,3.76,0.07,93.45,4,2548.90,0.20,5.19,427.59,1
240,14340.34,80.14,5,0.79,81.85,2,1.85,8.53,0.09,95.72,8,4762.04,0.44,4.22,266.25,0
373,19851.63,96.39,1,3.72,88.11,3,0.62,7.87,0.01,84.05,0,2561.89,0.37,4.70,351.82,1
515,9678.19,87.20,0,2.87,100.00,0,1.93,3.55,0.10,96.37,7,1816.37,0.28,3.83,148.72,0
707,10099.58,90.82,5,4.55,77.41,11,1.73,4.21,0.00,99.16,7,1476.83,0.17,1.70,320.53,1
838,6184.09,93.55,4,1.91,77.12,12,2.96,9.55,0.05,92.32,7,4422.25,0.10,1.34,205.26,1
990,11641.97,94.05,5,3.08,93.70,1,4.28,2.69,0.03,95.70,2,1128.39,0.22,2.57,213.42,1
138,8915.73,99.12,5,2.75,92.22,8,1.88,6.38,0.08,90.65,9,4857.58,0.12,3.26,150.29,0
913,10150.80,90.63,1,2.70,89.24,6,3.55,6.18,0.02,91.96,7,2672.76,0.29,9.01,243.28,1
128,17518.58,87.99,4,2.55,78.53,12,4.06,7.81,0.00,80.27,1,1989.50,0.43,6.50,292.56,1
576,19032.27,99.07,5,1.43,72.96,21,1.06,4.09,0.04,90.49,7,3469.78,0.21,9.62,340.14,1
344,10587.63,85.96,2,2.53,95.05,0,0.35,5.28,0.03,93.40,2,1288.58,0.38,4.62,416.90,0
847,18929.46,82.53,4,4.81,95.35,17,4.51,4.29,0.06,83.39,3,4311.13,0.15,7.48,308.38,1
796,5927.13,96.85,3,1.67,64.34,6,0.82,4.69,0.03,84.83,8,2698.68,0.36,6.20,355.22,1
847,13928.19,89.42,4,3.49,99.10,7,4.53,9.42,0.01,88.32,8,1245.70,0.16,6.26,349.71,1
476,19521.15,92.03,1,4.22,76.29,11,3.82,9.06,0.07,90.90,5,3024.59,0.33,7.01,163.98,1
365,11700.72,81.21,4,2.12,61.04,10,3.55,5.24,0.05,99.74,0,4061.72,0.12,9.62,252.27,1
458,12522.77,88.27,0,3.20,82.62,8,0.80,4.15,0.01,97.04,7,3004.21,0.16,9.53,145.21,1
439,8699.88,90.93,4,1.20,63.84,3,2.40,3.59,0.06,85.39,8,4130.03,0.23,4.80,186.21,1
488,12064.40,88.72,1,2.91,93.38,6,2.41,6.03,0.06,87.37,7,1461.73,0.28,1.32,257.82,0
676,14928.70,94.97,3,1.54,90.10,16,1.52,7.35,0.04,98.37,0,1255.85,0.44,1.10,457.83,1
788,16267.66,96.56,2,3.85,78.42,10,3.90,9.19,0.03,97.97,5,1635.44,0.17,2.11,322.82,1
102,16308.02,95.42,3,2.88,77.17,1,4.63,7.22,0.02,83.21,8,4088.05,0.24,1.67,232.15,0
528,13668.37,80.78,1,2.35,95.89,22,3.58,5.87,0.01,96.59,8,4037.32,0.29,4.36,398.76,1
241,18565.40,83.88,1,1.71,71.54,17,4.86,2.27,0.03,85.95,6,1565.47,0.22,1.48,107.87,1
475,17261.12,90.73,0,4.99,69.96,21,0.25,9.32,0.00,90.88,6,1123.95,0.35,6.62,248.04,1
769,16355.72,98.70,4,0.82,97.57,11,0.19,9.22,0.04,80.10,3,3741.13,0.20,2.71,340.33,1
423,5834.08,96.70,4,0.70,92.37,8,4.47,5.03,0.06,99.97,6,4421.13,0.41,5.63,333.29,0
245,5103.17,96.85,3,1.48,92.83,10,4.49,2.23,0.09,95.22,9,4016.43,0.30,1.93,343.02,0
392,8186.71,86.06,2,4.87,67.81,4,0.54,7.87,0.06,84.83,4,1811.20,0.13,8.45,184.60,1
764,14952.85,88.59,2,4.91,65.73,6,1.79,8.33,0.06,93.68,9,3335.07,0.35,8.02,234.83,1
531,11167.96,89.41,0,3.45,61.04,0,4.18,6.34,0.04,85.87,4,4029.46,0.33,4.48,472.63,1
684,18268.80,80.62,0,1.46,90.97,4,1.34,8.81,0.04,88.51,1,3110.88,0.10,2.67,224.82,0
498,18433.44,98.94,4,4.87,69.60,5,3.40,3.54,0.06,92.27,8,2257.84,0.18,8.33,357.80,1
916,18637.63,84.81,5,1.14,89.16,12,4.91,5.52,0.07,81.80,1,1902.30,0.26,5.91,196.52,1
988,9708.17,84.80,5,0.96,70.08,10,3.99,2.20,0.08,90.37,9,4878.36,0.18,3.97,247.41,1
443,15365.84,81.67,5,1.00,75.81,7,3.89,3.31,0.03,90.30,1,4650.33,0.33,1.76,416.93,0
239,9074.50,98.57,1,3.08,99.33,19,1.71,9.53,0.02,92.57,8,2782.67,0.38,2.54,300.47,1
286,7859.15,91.59,0,4.01,69.79,1,3.31,6.62,0.06,84.89,2,1547.11,0.44,8.77,439.84,1
